;geometry;Cont_ID;I1;I1_1;I1_1_1;I1_1_2;I1_1_3;I1_2;I1_2_1;I1_2_2;I1_2_3;I2;I2_1;I2_1_1;I2_1_2;I2_1_3;I2_2;I2_2_1;I2_2_1_1;I2_2_1_2;I2_2_1_3;I2_2_2;I2_2_3;I2_2_3_1;I2_2_3_2;I2_2_3_3;I2_2_4;I2_2_4_1;I2_2_4_2;I2_2_4_3;I2_2_1_4;I2_2_1_5;Sample;POP;POPnum;GDP;GDPnum;City;Authority;DPSVI;A_DPSVI;B_Proneness;C_DigitalS;S1_GA;S1_BS;S1_CL;S1_ED;S1_HE;S1_OS;S1_SW;S1_TM;S1_UT;S2_GA;S2_BS;S2_CL;S2_ED;S2_HE;S2_OS;S2_SW;S2_TM;S2_UT;S3_GA;S3_BS;S3_CL;S3_ED;S3_HE;S3_OS;S3_SW;S3_TM;S3_UT;S4_GA;S4_BS;S4_CL;S4_ED;S4_HE;S4_OS;S4_SW;S4_TM;S4_UT;S1;S2;S3;S4;SI_GA;SI_BS;SI_CL;SI_ED;SI_HE;SI_OS;SI_SW;SI_TM;SI_UT;SI;lat;lon
144;POINT (23.636076261391242 46.06199481645769);3a944472-1952-43c3-8f23-11afd5b49c40;3;2;2;4;1;4;2;4;4;1;1;2;1;1;2;3;4;4;4;3;2;2;4;2;1;1;3;1;3;1;0; < 50.000;1;10K-20K;2;Ciugud;Municipality (city/town);0.35502342372134;3;3;4;1;1;1;1;1;1;1;3;1;1;2;1;2;3;3;1;1;1;2;3;3;3;1;1;3;2;3;1;2;3;3;1;1;3;1;4;1;1;2;1;1;1;1;2;2;1;2;1;2;1;46.06199481645769;23.636076261391242
145;POINT (18.05278775860277 53.13112909607493);e0db3b18-0c1c-4e63-8448-6ec552af3eb7;2;2;2;3;2;2;2;3;2;2;2;2;2;3;1;2;2;3;3;1;1;1;1;4;1;1;2;2;2;1;1;250.000 - 500.000;4;10K-20K;2;Bydgoszcz;Municipality (city/town);0.353830129310369;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;3;4;4;4;4;3;3;1;2;3;3;3;3;3;2;2;1;1;3;1;1;1;1;3;2;1;2;1;1;1;53.13112909607493;18.05278775860277
146;POINT (-9.704754137386535 52.26752451550926);f6fc5775-6d6d-4df2-a58c-1370f177c468;1;1;1;1;1;2;2;1;2;2;2;3;2;1;3;1;1;1;2;4;3;3;3;3;2;2;3;1;2;1;0;100.000 - 250.000;3;> 50K;6;Kerry County;County/Province;0.308496899801587;3;3;3;1;1;3;1;1;4;1;3;3;4;3;2;1;1;1;1;3;3;2;2;2;2;2;2;2;3;3;3;2;3;3;1;1;2;2;4;2;1;2;1;2;1;1;1;1;2;1;2;3;1;52.26752451550926;-9.704754137386535
147;POINT (14.038980248322806 50.65856171149728);b1c75c81-1e47-44f8-bec3-b828e37321ee;2;1;2;3;1;3;3;3;2;1;1;1;1;1;1;1;1;2;2;3;2;1;4;2;1;1;3;1;1;1;0;50.000 - 100.000;2;10K-20K;2;Usti nad Labem;Municipality (city/town);0.29467514690171;3;3;3;1;1;1;1;1;4;1;3;1;4;4;3;4;4;2;2;3;4;4;4;4;3;2;4;3;3;3;1;2;2;2;1;4;4;3;1;2;4;3;2;3;3;2;3;3;4;3;3;3;3;50.65856171149728;14.038980248322806
148;POINT (-8.469578104818579 51.89800425471537);5aa652e5-c283-416b-91fb-4f8229cf238f;3;3;3;3;2;4;3;4;2;4;4;4;4;4;3;2;1;3;1;4;3;4;2;2;2;3;3;1;2;4;1;100.000 - 250.000;3;> 50K;6;Cork;Municipality (city/town);0.538826078146391;2;2;4;3;4;4;4;4;3;3;4;4;4;3;4;3;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;51.89800425471537;-8.469578104818579
149;POINT (11.333724647741724 44.497863001271774);f50ba5de-64d2-4c77-9abe-d7ac1b24d4c6;4;4;4;2;4;4;3;4;4;2;2;2;3;2;3;4;4;4;4;2;3;2;3;4;3;4;2;3;3;1;1;250.000 - 500.000;4;40K-50K;5;Bologna;Municipality (city/town);0.441975304651775;4;3;2;1;1;1;1;1;1;1;3;1;3;1;1;1;2;2;1;1;1;3;2;2;2;2;2;2;1;2;4;1;1;1;1;1;1;1;1;2;1;1;1;3;1;1;1;1;1;1;1;1;1;44.497863001271774;11.333724647741724
150;POINT (26.67710218097626 47.74405428565858);6c707420-eb86-4395-965d-112884fb58f4;1;1;2;1;1;2;2;1;4;1;1;2;1;2;2;2;2;3;1;3;1;3;2;1;1;1;1;1;2;1;1;100.000 - 250.000;3;< 10K;1;Botosani;Municipality (city/town);0.279177703509046;3;3;3;4;4;4;4;1;3;1;1;1;1;1;2;1;1;1;1;1;1;4;4;4;4;4;2;4;4;4;3;3;3;4;1;2;2;4;4;3;1;4;4;3;3;3;4;2;1;1;3;3;3;47.74405428565858;26.67710218097626
151;POINT (14.430183724959644 45.344523965601);04aedc7e-7f28-4129-bb0e-5671b84e7e8f;3;2;2;2;2;3;2;4;4;2;2;3;2;2;1;3;4;3;2;1;3;3;3;3;2;3;3;1;2;1;1;100.000 - 250.000;3;10K-20K;2;Rijeka;Municipality (city/town);0.377117632469654;3;3;3;1;4;3;4;1;4;1;4;3;4;3;4;3;1;4;2;4;3;3;4;4;3;3;4;2;4;4;1;4;1;1;1;1;2;3;4;4;3;4;2;2;4;3;3;1;4;2;4;4;4;45.344523965601;14.430183724959644
152;POINT (16.000044301054178 45.809982134502455);f3e0eb0b-4a26-4fbd-af5d-d18448e3769b;2;2;2;3;1;3;2;3;3;3;3;4;3;3;2;2;2;1;3;1;2;1;3;4;2;4;2;1;2;1;1;500.000 - 1.000.000;5;20K-30K;3;Zagreb;Municipality (city/town);0.395477818596844;3;3;3;2;3;4;1;1;3;3;2;3;3;3;1;4;1;1;2;1;1;2;1;3;1;1;1;1;1;3;3;2;4;2;3;3;2;1;2;2;1;1;1;2;1;3;2;1;1;1;1;1;1;45.809982134502455;16.000044301054178
153;POINT (17.364432805651973 48.67790313981248);986af195-2a11-41f0-8e0d-7622324422ae;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;2;1;2;1;2;2;2;2;1;1;1;1;2;1;0; < 50.000;1;10K-20K;2;Senica;Municipality (city/town);0.198646769783412;3;3;3;3;3;1;1;3;3;3;3;1;3;3;4;1;3;3;4;3;1;4;2;2;2;2;2;3;3;2;4;4;1;1;1;3;4;1;1;2;2;2;2;4;3;2;1;2;2;4;2;1;2;48.67790313981248;17.364432805651973
154;POINT (27.589818589990767 47.157262809472236);92368062-582b-443b-9358-f664c113f8a0;3;3;3;4;2;3;2;4;3;4;4;4;3;4;3;3;2;3;4;2;3;4;2;2;3;4;4;1;2;1;1;250.000 - 500.000;4;< 10K;1;Iasi;Municipality (city/town);0.499933809070604;2;2;2;3;1;1;4;4;4;3;2;3;3;2;2;2;3;4;2;4;1;1;1;1;1;1;1;1;1;1;2;2;4;3;3;3;2;3;4;3;2;1;4;1;1;2;2;3;3;2;2;2;2;47.157262809472236;27.589818589990767
155;POINT (2.9252114666294076 51.20969399754846);05977b9b-7362-4c1d-8c73-0a1b806770d7;2;1;2;1;1;2;2;3;2;2;2;3;2;2;1;2;3;2;2;1;2;1;2;4;1;1;2;1;3;1;1;50.000 - 100.000;2;30K-40K;4;Oostende;Municipality (city/town);0.323208343552554;3;3;3;3;4;3;4;3;4;3;4;4;3;3;2;3;3;4;3;3;3;1;2;2;2;3;2;2;2;2;4;1;4;3;1;1;3;4;4;4;3;1;4;3;1;3;3;2;3;2;4;4;3;51.20969399754846;2.9252114666294076
156;POINT (14.480143311976613 48.980515068319185);fe7d07aa-bbd4-42a8-bcb9-e5f89dfe564c;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;3;3;3;3;1;1;1;1;3;1;1;1;3;3;1;0;50.000 - 100.000;2;10K-20K;2;Ceske Budejovice;Municipality (city/town);0.188678695436508;3;3;3;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;2;1;4;4;4;4;4;4;4;4;4;4;4;4;3;4;48.980515068319185;14.480143311976613
157;POINT (13.330502312439545 38.13067025578796);33a38f46-129c-49be-a964-febeeb40cde2;3;4;4;3;4;2;3;2;3;2;2;2;2;3;3;3;2;3;4;3;1;2;2;1;4;4;2;4;4;1;1;500.000 - 1.000.000;5;10K-20K;2;Palermo;Municipality (city/town);0.420586695694691;3;3;2;3;3;3;1;1;4;3;3;1;4;2;2;1;3;1;2;4;2;4;4;3;4;4;4;4;4;4;4;2;3;3;4;3;3;3;1;3;2;4;3;4;2;3;1;4;3;3;4;2;3;38.13067025578796;13.330502312439545
158;POINT (2.151090820279271 41.401077314509145);bd175094-b53f-4067-9eab-465ea06a948c;4;4;2;4;4;4;4;4;4;4;4;4;3;4;4;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;1; > 1.000.000;6;30K-40K;4;Barcelona;Municipality (city/town);0.624190330400808;1;1;1;2;4;4;1;3;3;4;4;1;4;4;4;4;4;4;4;4;4;1;2;2;2;2;2;2;2;2;3;2;3;2;3;3;3;3;2;3;4;2;1;3;3;3;2;3;3;3;3;2;3;41.401077314509145;2.151090820279271
159;POINT (16.566994037174442 59.62823516030434);1a1892d9-3e79-4db8-968b-270ca8438da1;2;2;2;2;2;2;4;1;2;3;4;3;3;4;3;1;1;1;1;4;2;3;2;3;3;3;3;3;2;1;0;100.000 - 250.000;3;30K-40K;4;Vasteras;Municipality (city/town);0.42127710946461;3;2;3;4;3;1;4;1;4;4;3;1;4;4;4;3;1;2;1;2;1;4;2;2;4;2;4;2;1;2;3;1;1;2;3;1;2;1;1;3;2;2;1;4;2;2;3;1;2;1;1;1;1;59.62823516030434;16.566994037174442
160;POINT (12.235148898325424 44.13042779888753);a5c287c5-0ac6-4a47-82ab-9c8f16943e9f;2;2;3;1;2;2;2;2;3;3;3;3;4;2;2;3;4;1;3;3;2;2;2;3;1;2;2;1;3;1;1;50.000 - 100.000;2;30K-40K;4;Cesena;Municipality (city/town);0.374757541240078;3;3;3;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;4;2;4;2;4;4;4;2;4;4;4;4;4;4;4;4;4;4;44.13042779888753;12.235148898325424
161;POINT (18.438874968319304 49.785691399063246);1e68a27a-85e7-4222-80a4-991d3c22fe89;1;1;2;1;1;1;1;3;1;1;1;2;1;2;1;1;1;1;1;1;2;2;2;3;1;1;3;1;1;1;0;50.000 - 100.000;2;10K-20K;2;Havirov;Municipality (city/town);0.246858461272524;3;3;3;1;3;1;1;1;1;1;2;3;3;4;1;3;3;3;3;4;3;2;1;2;3;3;3;3;3;3;2;3;3;3;3;3;2;3;2;1;3;2;1;1;3;1;2;3;2;2;2;2;2;49.785691399063246;18.438874968319304
162;POINT (-7.259565113311269 52.65065908410193);8d7970b9-0192-443f-ac57-6fa59a370aaf;1;1;1;1;2;1;2;1;2;1;1;1;2;1;1;1;1;3;1;2;1;1;2;4;2;2;1;2;2;1;0; < 50.000;1;40K-50K;5;Kilkenny;Municipality (city/town);0.238314398275336;3;3;3;4;3;1;1;1;1;1;1;1;3;3;4;3;3;4;3;3;3;4;2;3;3;4;3;4;3;3;3;4;2;2;3;3;2;1;2;2;3;3;1;4;3;3;2;3;3;2;1;2;3;52.65065908410193;-7.259565113311269
163;POINT (-0.3497155767116633 43.320072626657044);bcb3f1ab-d2ba-467b-8b3e-59d7a6b838a4;1;1;1;1;1;1;1;2;1;1;1;2;2;2;1;1;1;1;3;1;1;1;1;3;1;2;2;1;2;1;1;50.000 - 100.000;2;30K-40K;4;Pau;Municipality (city/town);0.216544955334018;3;3;3;1;1;1;1;1;1;1;1;1;3;1;3;3;3;1;3;3;3;1;3;2;2;2;2;2;3;2;3;1;4;3;3;1;1;1;1;1;2;2;1;2;1;3;3;2;1;1;1;1;1;43.320072626657044;-0.3497155767116633
164;POINT (-7.3597880522673185 54.820255714669);2226891c-2b8e-41f7-a89a-d4959c449b60;4;2;3;2;2;4;4;4;3;4;4;4;4;4;4;4;3;4;3;3;4;4;3;3;3;4;4;2;3;4;1;100.000 - 250.000;3;20K-30K;3;Derry;Municipality (city/town);0.549090126609275;1;1;4;1;1;1;1;4;1;4;4;1;1;1;1;1;1;1;1;4;4;2;2;2;2;4;2;2;3;2;1;4;4;1;1;1;2;3;1;4;1;2;3;1;2;3;1;4;1;1;4;3;2;54.820255714669;-7.3597880522673185
165;POINT (-21.719057402253036 64.16871533162906);37199a73-7e3b-4a00-b211-4428805cfb26;4;4;3;3;4;3;3;4;3;4;4;4;4;3;3;2;2;3;3;2;4;4;4;4;3;3;2;4;2;1;1;100.000 - 250.000;3;> 50K;6;Reykjavik;Municipality (city/town);0.510929201466426;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;4;4;1;1;1;3;1;1;1;1;1;1;1;1;2;1;64.16871533162906;-21.719057402253036
166;POINT (13.37269614032537 49.74023903710552);772158b5-eabc-448f-b4b1-895674779333;4;4;4;4;4;4;4;4;3;4;4;3;4;3;4;4;2;4;3;4;2;2;2;3;3;4;3;2;3;4;1;100.000 - 250.000;3;10K-20K;2;Pilsen;Municipality (city/town);0.590687308827474;1;1;1;1;1;1;1;1;1;1;1;1;3;2;3;3;3;1;1;3;2;4;4;4;3;2;2;2;3;4;1;1;4;1;1;1;1;3;4;1;2;3;3;1;1;4;2;2;1;1;2;4;2;49.74023903710552;13.37269614032537
167;POINT (18.735078898069037 48.701594665698416);b1fd8b06-fa1d-4418-a7d1-3e113d4194cb;1;1;1;1;1;1;1;3;1;1;1;2;1;2;1;3;3;1;3;1;2;3;2;2;1;1;1;1;4;1;0; < 50.000;1;10K-20K;2;Handlova;Municipality (city/town);0.217187061304708;3;3;3;4;4;4;4;1;4;4;3;4;1;2;3;2;3;3;3;3;3;1;3;3;3;3;2;2;1;2;1;4;1;4;1;1;4;1;1;4;2;2;3;1;4;3;4;2;2;4;1;2;3;48.701594665698416;18.735078898069037
168;POINT (21.599476126975922 57.405334216964896);ee0f550f-05ad-4067-b109-61e5e5c41e02;3;4;4;3;4;3;2;2;4;4;4;4;4;4;4;3;4;3;4;3;4;4;1;4;4;3;3;4;3;1;0; < 50.000;1;10K-20K;2;Ventspils;Municipality (city/town);0.511475076422534;2;1;2;1;3;1;1;1;1;1;2;3;1;2;1;1;3;2;1;2;2;1;2;2;2;2;2;2;2;3;1;4;1;4;1;1;1;1;4;1;1;1;3;1;3;1;3;2;1;1;1;4;1;57.405334216964896;21.599476126975922
169;POINT (26.619140039810524 58.38778877673095);40653997-270d-47ab-a4ef-3e3e6757b17c;4;2;4;4;1;4;4;4;4;3;3;3;2;2;4;4;4;3;4;3;4;4;4;4;2;2;3;2;3;4;0;50.000 - 100.000;2;10K-20K;2;Tartu;Municipality (city/town);0.512775737045498;4;4;4;2;1;1;1;4;3;3;3;1;3;3;4;3;3;4;3;3;3;4;4;4;4;4;4;4;4;4;3;2;3;4;4;3;2;1;3;3;3;4;3;3;3;3;4;4;4;3;2;3;4;58.38778877673095;26.619140039810524
170;POINT (13.83829450866681 45.50971959958995);dbf50ed1-878f-40bb-872f-32415e4b628d;3;3;3;3;3;2;3;2;2;3;2;2;3;3;3;1;1;2;3;4;2;2;3;4;3;4;3;3;2;1;0;50.000 - 100.000;2;20K-30K;3;Koper;Municipality (city/town);0.41454543883971;3;3;2;4;4;4;4;4;4;4;4;4;3;3;4;4;3;4;3;4;3;2;3;3;3;3;3;3;2;3;2;1;4;4;3;1;1;2;4;4;3;3;2;3;2;4;4;3;4;3;3;4;4;45.50971959958995;13.83829450866681
171;POINT (0.1329407830887125 52.199357626993134);84a959d6-2756-433a-a1e7-22d5fc2043fa;4;3;3;4;2;4;4;3;4;3;3;3;3;3;3;3;4;4;1;4;3;4;3;2;2;1;3;2;3;4;1;500.000 - 1.000.000;5;30K-40K;4;Cambridge metropolitan area;Metropolitan Area;0.522267004169578;4;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;2;2;2;3;3;4;3;2;1;1;1;2;1;1;1;1;1;1;2;1;1;1;52.199357626993134;0.13294078308871252
172;POINT (15.843578610188523 50.20799459048266);9bc3b0ef-77da-4ad5-82ea-839fe4792000;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;1;1;1;2;1;2;1;1;1;1;0;50.000 - 100.000;2;10K-20K;2;Hradec Kralove;Municipality (city/town);0.195009540007243;3;3;3;4;3;3;4;1;4;3;4;1;4;2;4;4;3;3;4;3;2;2;3;3;3;1;3;3;2;1;2;3;1;1;1;1;4;2;1;4;3;2;2;3;3;2;4;2;2;4;3;1;3;50.20799459048266;15.843578610188523
173;POINT (22.492938185691585 58.37762377187803);ea25509f-7b86-4d22-85e0-c95fbb3e17f3;2;3;4;1;3;2;4;1;2;2;2;2;4;2;2;1;1;1;2;4;2;2;3;2;2;1;1;4;1;1;0; < 50.000;1;10K-20K;2;Saaremaa;Municipality (city/town);0.367857807219786;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;3;2;3;3;3;3;3;4;1;3;1;2;2;1;4;1;1;2;2;1;2;1;1;1;1;1;1;2;1;58.37762377187803;22.492938185691585
174;POINT (19.984985839765553 50.05317644729489);b242055f-790e-41bf-a3ae-bed1c196244f;3;2;2;1;3;4;2;4;4;3;3;2;3;3;3;3;3;3;3;3;3;2;3;4;4;4;2;4;3;1;1;500.000 - 1.000.000;5;20K-30K;3;Krakow;Municipality (city/town);0.43659757410799;3;3;4;4;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;3;1;1;1;2;2;2;1;2;3;1;1;4;1;1;1;1;1;2;4;1;1;4;1;2;3;3;2;2;1;2;2;50.05317644729489;19.984985839765553
175;POINT (26.619140039810524 58.38778877673095);073bc5a7-536c-487d-95b1-6b8b10db8598;4;3;4;4;2;4;4;3;4;4;4;4;4;3;4;4;4;4;3;3;4;3;4;4;2;3;3;1;4;4;0;50.000 - 100.000;2;10K-20K;2;Tartu;Municipality (city/town);0.5705202848792;1;1;1;2;3;1;1;1;3;3;2;3;3;2;3;2;3;3;4;3;3;3;3;3;3;4;4;3;3;4;3;2;3;3;3;3;3;2;3;2;3;3;2;2;2;2;2;3;3;3;2;3;2;58.38778877673095;26.619140039810524
176;POINT (22.492938185691585 58.37762377187803);e327b54f-b9bf-4eb3-869e-51725de5a626;2;2;3;2;2;3;3;2;3;2;1;1;4;1;3;4;3;3;3;3;3;3;3;3;2;2;2;3;3;4;0; < 50.000;1;10K-20K;2;Saaremaa;Municipality (city/town);0.36671568727206;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;3;4;4;2;4;2;4;4;2;4;2;4;2;4;4;3;4;4;4;4;3;4;4;3;4;3;4;4;4;4;4;4;58.37762377187803;22.492938185691585
177;POINT (15.627653291627693 46.56318254678025);979b772a-3855-4bf8-9db6-59dc02548aba;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;3;1;1;1;1;1;2;2;1;1;1;2;2;1;0;100.000 - 250.000;3;10K-20K;2;Maribor;Municipality (city/town);0.163503784563067;3;3;3;3;4;4;4;4;4;4;3;3;4;3;3;4;2;1;1;4;4;3;3;3;3;4;2;3;4;4;3;1;4;2;3;1;2;2;2;4;3;3;1;4;2;4;3;3;1;2;3;3;3;46.56318254678025;15.627653291627693
178;POINT (9.172879515579762 45.46849377011358);5a885880-7909-4913-811e-8264deba3673;4;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;3;4;3;3;4;1;1; > 1.000.000;6;> 50K;6;Milano;Municipality (city/town);0.607444047425206;1;1;1;1;3;4;1;1;4;4;3;1;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;2;4;1;1;4;3;4;1;3;4;4;4;4;3;4;3;3;4;4;4;3;4;45.46849377011358;9.172879515579762
179;POINT (-9.135344690549895 38.712053235974196);5b5dc9a6-4c01-44e3-bb2f-f377daa6beec;4;4;4;4;4;4;4;4;2;4;3;4;3;3;4;4;4;4;4;4;3;2;3;3;4;2;4;3;4;4;1;500.000 - 1.000.000;5;20K-30K;3;Lisbon;Municipality (city/town);0.558167755923271;1;4;1;4;3;3;4;4;1;4;2;1;3;3;4;4;3;1;3;4;1;1;3;3;3;3;1;3;2;1;3;2;1;4;4;1;4;1;1;3;2;2;2;2;2;2;4;3;1;4;1;1;2;38.712053235974196;-9.135344690549895
180;POINT (15.193951482988052 45.78093983933193);8d7f65fb-c7cf-4245-aa5c-c0ea4f21b3d4;4;3;3;3;4;4;3;4;4;3;3;3;2;3;3;4;2;4;3;3;2;3;2;2;3;3;3;3;4;4;0; < 50.000;1;20K-30K;3;Novo mesto;Municipality (city/town);0.505875671220799;4;3;1;2;3;3;3;4;4;3;3;3;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;4;1;1;4;1;1;1;4;3;4;1;3;1;4;2;2;4;3;2;1;4;3;45.78093983933193;15.193951482988052
181;POINT (14.562936561492776 46.05424771335781);dc770a9a-2acd-4a0a-a9c8-5b609421bd81;3;3;4;3;2;3;3;3;4;3;3;4;3;2;4;4;3;3;4;4;3;4;3;3;3;2;4;3;4;4;1;250.000 - 500.000;4;30K-40K;4;Ljubljana;Municipality (city/town);0.484535395081045;3;4;2;1;1;1;1;1;1;1;2;1;3;3;2;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;4;1;4;1;1;1;1;4;1;1;2;1;3;3;1;3;1;1;1;1;2;1;1;46.05424771335781;14.562936561492776
182;POINT (17.812349274203427 48.592934251832915);c3f09178-f321-44c0-9e42-fc3609ca3453;2;2;4;2;1;1;3;1;1;1;1;2;2;2;1;1;1;3;2;2;1;1;1;2;1;2;1;1;1;1;0; < 50.000;1;10K-20K;2;Piestany;Municipality (city/town);0.286188516344766;3;3;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;2;2;4;1;1;1;2;1;2;1;1;1;1;1;1;3;1;48.592934251832915;17.812349274203427
183;POINT (20.29497104806509 49.06320855542237);ab5c313e-0db0-414c-8b74-9c6591ff4990;2;3;2;4;4;1;1;2;2;1;1;1;1;1;2;3;2;3;3;2;2;1;3;3;3;2;3;3;3;1;1;50.000 - 100.000;2;10K-20K;2;Poprad;Municipality (city/town);0.308038292640774;3;3;2;4;1;1;1;4;4;4;4;1;3;2;2;2;3;3;4;2;1;4;4;4;4;4;4;4;4;4;3;1;1;4;4;1;4;1;1;4;2;4;3;4;2;2;4;4;4;4;3;1;4;49.06320855542237;20.29497104806509
184;POINT (-0.220588489095935 52.3737386824832);4a71664e-85be-4631-9c6f-c3c907a6daca;1;1;1;1;2;1;1;3;2;2;3;2;4;2;2;1;1;1;2;3;2;2;1;4;2;1;1;3;1;1;1;100.000 - 250.000;3;30K-40K;4;Huntingdonshire;District/Parish/Ward;0.309236520713083;3;3;3;1;1;1;1;1;1;1;1;1;2;2;1;1;2;3;1;2;2;2;2;2;3;3;3;2;2;3;4;1;1;1;1;1;4;4;1;1;2;2;3;3;1;1;1;2;2;3;3;1;2;52.3737386824832;-0.22058848909593498
185;POINT (20.530242583990727 49.27843344179747);ce9d617a-1a91-43ac-b62d-4f7552637f92;1;1;2;1;1;1;1;1;2;1;1;2;1;2;1;2;3;1;1;1;1;2;1;2;1;1;1;1;2;1;0; < 50.000;1;10K-20K;2;Podolinec;Municipality (city/town);0.210096852187845;3;3;3;3;3;1;4;4;4;1;4;1;4;3;4;2;3;2;2;4;4;4;4;4;4;4;4;3;4;3;2;1;2;4;4;1;3;3;2;4;3;4;4;3;2;3;4;4;3;2;4;2;4;49.27843344179747;20.530242583990727
186;POINT (18.578643298954514 48.793351032359595);de2aa451-cf32-4cf8-8c9b-f189328c11ee;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;3;2;1;4;1;1;1;2;3;1;1;1;1;4;1;0; < 50.000;1;10K-20K;2;Bojnice;Municipality (city/town);0.172773810646054;3;3;3;3;3;1;4;1;3;1;1;4;3;1;1;1;1;1;1;1;1;3;3;3;3;3;4;2;2;3;4;1;1;1;1;1;1;1;4;3;1;3;1;4;1;1;1;1;2;1;1;4;1;48.793351032359595;18.578643298954514
187;POINT (18.241493870519605 46.087361047175214);f6349c53-a470-47dd-9aa1-e96599346498;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;2;1;3;1;1;1;1;2;1;2;1;1;100.000 - 250.000;3;< 10K;1;Pecs;Municipality (city/town);0.211564503205128;3;3;3;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;4;3;3;1;2;3;2;1;1;1;1;2;1;2;1;1;1;1;2;1;1;1;46.087361047175214;18.241493870519605
188;POINT (7.678014878059062 45.0718514388205);7529f572-554f-4a90-80aa-8c3b1712b267;3;4;3;2;4;3;3;4;2;3;2;2;3;1;3;4;4;3;4;3;3;2;3;4;3;2;2;4;4;1;1; > 1.000.000;6;30K-40K;4;Turin metropolitan area;Metropolitan Area;0.423460872222821;3;3;2;1;1;1;1;1;1;1;1;1;4;4;4;3;4;4;2;4;4;3;3;3;3;2;2;3;3;3;4;4;4;3;1;4;3;3;3;1;4;3;4;3;3;3;3;3;3;3;3;3;3;45.0718514388205;7.678014878059062
189;POINT (20.60931829851188 50.86114936149246);3f9acd9a-4e5c-40b4-928e-d79d52c206e3;3;3;1;3;3;4;4;4;2;2;2;2;3;3;3;3;4;4;3;2;4;2;4;4;1;1;2;2;4;1;1;100.000 - 250.000;3;10K-20K;2;Kielce;Municipality (city/town);0.425554630809686;3;3;3;1;1;1;1;1;1;1;4;4;3;2;2;2;3;3;2;2;2;2;2;2;2;3;2;2;2;3;2;2;2;2;3;3;4;3;4;3;2;1;3;1;1;1;1;2;2;3;4;4;2;50.86114936149246;20.60931829851188
190;POINT (4.70591897515724 50.881728590618245);664e4f1a-963d-4630-acca-ff880fbc4952;3;2;2;1;2;4;4;4;4;3;2;3;3;1;3;2;1;2;1;3;4;3;4;4;2;1;3;3;3;4;1;100.000 - 250.000;3;30K-40K;4;Leuven;Municipality (city/town);0.455847034620472;3;3;4;1;1;1;1;1;1;4;2;3;2;2;4;2;1;3;2;2;2;2;1;1;3;1;1;3;2;1;3;2;4;2;1;3;4;4;2;2;2;1;4;2;1;4;2;1;2;4;2;1;2;50.881728590618245;4.70591897515724
191;POINT (22.949595715081195 40.62392621076022);d5bcfd34-c6ef-48cd-bcd1-86756a09b40d;2;1;1;1;3;3;2;3;3;2;2;4;1;2;2;3;2;3;3;1;2;2;1;3;2;2;2;2;4;1;1;250.000 - 500.000;4;10K-20K;2;Thessaloniki;Municipality (city/town);0.34836674936583;3;3;3;1;1;1;1;1;4;3;2;3;3;2;3;4;3;3;2;1;1;2;3;1;1;1;1;1;1;1;1;4;4;2;3;3;3;1;1;2;2;1;3;1;3;4;2;2;2;2;1;1;1;40.62392621076022;22.949595715081195
